name,age,gender,course,year,attendance,gpa_sem1,gpa_sem2,gpa_sem3,gpa_sem4,gpa_sem5,backlog_count,event_participation,dropout_thought
Rahul Sharma,18,Male,BA,1st Year,86.02,5.25,6.83,5.23,6.65,7.85,1.0,Occasionally,0
Shreya Nair,18,Male,BCom,3rd Year,71.7,5.6,7.73,5.7,8.42,7.66,0.0,Occasionally,0
Akash Singh,18,Male,BCom,1st Year,74.22,7.34,6.59,,6.29,8.53,0.0,Occasionally,0
Diya Shah,19,Female,BBA,1st Year,51.16,5.8,8.46,8.74,6.21,,1.0,Never,1
Priya Kapoor,20,Female,BSc CS,3rd Year,69.04,5.34,,6.07,6.06,8.19,0.0,Rarely,0
Karan Verma,19,Male,BBA,2nd Year,71.72,8.03,7.33,6.96,9.28,7.69,0.0,Never,0
Manav Shah,20,Male,BBA,3rd Year,48.68,8.21,7.9,7.27,7.05,4.86,,Never,1
Varun Malhotra,19,Male,BA,2nd Year,97.3,6.19,4.34,6.97,6.85,8.07,3.0,Regularly,0
Yash Kulkarni,21,Female,BCom,3rd Year,18.0,5.06,8.21,8.57,7.66,5.88,1.0,Regularly,0
Rohan Agarwal,22,Female,BBA,3rd Year,84.43,5.47,8.39,8.52,5.51,8.63,0.0,Rarely,0
Nisha Malhotra,21,Female,BSc CS,2nd Year,78.89,5.19,,7.74,6.54,4.06,2.0,Never,0
Anjali Mishra,21,Male,BA,1st Year,68.51,7.16,6.35,7.34,6.64,5.39,1.0,Rarely,0
Sneha Reddy,22,Male,BSc CS,1st Year,76.35,7.72,8.15,,6.72,6.52,1.0,Regularly,0
Harsh Patel,18,Male,BBA,2nd Year,86.28,7.48,7.2,8.0,7.44,6.45,1.0,Occasionally,0
Yash Malhotra,19,Male,BSc CS,1st Year,100.0,9.76,5.32,8.18,5.37,7.21,0.0,Regularly,0
Krishna Tiwari,22,Male,BA,3rd Year,85.94,7.21,5.78,6.16,5.21,5.56,0.0,Regularly,0
Karan Gupta,19,Male,BBA,3rd Year,96.41,7.45,7.2,6.94,5.62,,1.0,Occasionally,0
Karan Saxena,18,Male,BCom,2nd Year,93.86,8.38,7.07,,7.64,6.86,0.0,Never,0
Arjun Khan,21,Female,BCom,2nd Year,74.66,7.73,5.79,6.36,7.8,6.39,2.0,Rarely,0
Rahul Singh,19,Male,BCom,1st Year,75.03,8.74,6.77,9.99,5.58,7.35,0.0,Never,0
Vikram Reddy,18,Male,BCom,2nd Year,37.72,5.75,5.99,6.35,6.13,,0.0,Occasionally,0
Shreya Gupta,21,Female,BSc IT,3rd Year,69.69,6.66,8.91,6.25,6.28,7.5,1.0,Never,0
Sneha Khan,20,Female,BSc CS,1st Year,,6.06,6.52,7.6,7.1,,0.0,Never,1
Meera Tiwari,18,Male,BBA,3rd Year,72.66,4.88,7.98,9.29,7.19,7.28,1.0,Rarely,0
Rohan Verma,18,Male,BSc CS,3rd Year,98.34,7.3,7.48,7.53,5.56,8.8,3.0,Rarely,0
Shreya Sharma,22,Female,BSc IT,3rd Year,87.33,7.07,5.53,6.62,8.67,,1.0,Regularly,0
Aditya Mishra,22,Female,BCom,1st Year,81.46,8.19,6.73,,6.79,,0.0,Rarely,0
Aryan Pandey,21,Male,BA,3rd Year,81.72,0.8395074570861327,7.4,4.6,8.62,,2.0,Never,0
Varun Desai,22,Female,BSc CS,3rd Year,6.0,6.07,6.47,6.68,8.94,8.14,2.0,Occasionally,0
Aarav Iyer,22,Female,BSc CS,3rd Year,64.28,8.33,9.21,6.17,8.15,6.24,1.0,Rarely,0
Nisha Mishra,20,Female,BBA,1st Year,94.74,6.35,6.78,7.11,5.76,7.27,2.0,Regularly,0
Simran Agarwal,18,Female,BSc CS,2nd Year,,6.06,6.69,5.95,7.19,8.29,1.0,Rarely,0
Aisha Singh,22,Male,BBA,3rd Year,3.0,6.13,,,7.37,8.03,1.0,Occasionally,0
Manav Saxena,21,Female,BSc CS,3rd Year,100.0,6.45,9.55,4.72,8.5,6.65,1.0,Rarely,0
Akash Gupta,21,Female,BSc IT,1st Year,61.65,5.85,7.3,,7.47,5.76,3.0,Regularly,0
Aisha Sharma,18,Male,BBA,2nd Year,,9.97,6.37,6.74,6.49,7.79,0.0,Regularly,0
Manav Shah,20,Female,BSc CS,1st Year,61.31,7.84,8.01,7.72,8.82,6.35,1.0,Rarely,0
Krishna Reddy,19,Male,BBA,1st Year,6.0,7.77,5.82,6.77,7.9,6.32,1.0,Occasionally,0
Anjali Mishra,20,Male,BA,1st Year,50.22,7.04,8.87,,6.79,8.23,2.0,Regularly,0
Aditya Jain,18,Male,BBA,3rd Year,,7.59,5.39,4.52,8.21,7.46,,Regularly,0
Varun Tiwari,22,Male,BSc IT,3rd Year,67.73,0.8429273477198649,6.8,,6.63,7.58,1.0,Occasionally,0
Aarav Singh,21,Male,BCom,1st Year,84.75,5.87,7.9,7.04,7.32,,,Never,0
Priya Pandey,22,Male,BSc CS,1st Year,74.45,5.64,,6.02,6.16,7.52,1.0,Never,0
Riya Gupta,19,Male,BBA,2nd Year,96.2,5.96,6.84,7.05,6.18,5.63,0.0,Never,0
Tanvi Patel,18,Male,BCom,1st Year,81.76,7.25,7.55,7.52,4.87,7.76,0.0,Regularly,0
Sneha Reddy,19,Male,BSc CS,2nd Year,52.9,1.1429259334566222,7.58,8.83,7.44,7.87,1.0,Occasionally,0
Harsh Singh,21,Female,BA,1st Year,70.64,6.91,6.75,6.73,7.19,6.46,1.0,Never,0
Kavya Pandey,18,Male,BSc IT,1st Year,80.75,7.43,5.75,9.22,5.43,7.33,2.0,Never,0
Priya Sharma,19,Female,BSc CS,1st Year,79.93,8.47,8.41,7.5,5.7,6.33,0.0,Regularly,0
Sneha Gupta,22,Female,BBA,3rd Year,96.84,6.94,6.75,8.33,8.31,9.14,,Never,0
Ananya Kapoor,22,Male,BCom,3rd Year,53.96,6.95,5.99,,5.2,5.3,0.0,Never,1
Harsh Joshi,22,Male,BA,3rd Year,36.33,6.28,7.56,8.06,7.25,6.92,2.0,Regularly,0
Sneha Saxena,21,Female,BA,1st Year,76.87,6.8,6.9,7.62,5.59,7.05,1.0,Rarely,0
Pooja Desai,21,Male,BA,1st Year,77.49,5.97,6.47,7.54,8.57,7.24,1.0,Occasionally,0
Karan Bansal,21,Male,BA,2nd Year,72.32,7.9,6.26,6.01,7.27,8.34,1.0,Occasionally,0
Anjali Khan,18,Male,BCom,1st Year,69.1,6.91,5.55,6.19,10.0,7.71,0.0,Occasionally,0
Karan Mehta,20,Female,BBA,1st Year,58.54,6.25,7.6,8.45,5.21,6.8,0.0,Occasionally,0
Aditya Verma,20,Female,BCom,1st Year,83.62,8.83,6.2,,7.15,6.19,1.0,Never,0
Rahul Reddy,21,Female,BSc CS,1st Year,73.83,1.0073426517847517,8.81,8.34,5.3,7.27,,Regularly,0
Sneha Singh,19,Male,BBA,3rd Year,74.55,6.57,6.76,6.29,7.5,7.17,1.0,Regularly,0
Arjun Joshi,21,Female,BA,3rd Year,48.57,4.88,6.67,8.17,5.54,5.49,0.0,Rarely,1
Harsh Kapoor,18,Female,BSc IT,1st Year,82.41,8.55,7.37,7.35,7.26,7.59,1.0,Rarely,0
Riya Patel,19,Male,BBA,1st Year,38.35,7.0,6.31,,8.31,7.02,0.0,Never,1
Riya Gupta,21,Female,BA,2nd Year,73.32,5.99,4.6,9.73,7.4,6.73,2.0,Regularly,0
Neha Mehta,21,Male,BA,2nd Year,81.9,9.07,5.8,5.82,6.02,8.07,0.0,Occasionally,0
Vikram Nair,22,Male,BBA,3rd Year,77.2,7.49,5.52,,4.78,7.61,1.0,Occasionally,0
Pooja Malhotra,22,Male,BCom,1st Year,68.68,5.2,7.92,8.7,7.02,5.07,2.0,Regularly,0
Krishna Malhotra,19,Male,BSc CS,2nd Year,63.47,8.39,6.78,6.74,6.24,,2.0,Never,1
Harsh Singh,18,Female,BSc IT,2nd Year,83.87,6.81,7.92,7.48,6.49,6.85,1.0,Occasionally,0
Priya Pandey,19,Male,BSc CS,2nd Year,82.58,7.57,6.6,7.51,8.4,7.61,1.0,Never,0
Meera Pandey,18,Female,BBA,2nd Year,90.03,1.529352637881807,4.19,8.31,7.07,7.42,3.0,Regularly,0
Neha Jain,18,Male,BSc IT,2nd Year,11.0,5.63,8.03,4.73,6.72,5.61,1.0,Never,1
Riya Pandey,19,Male,BA,1st Year,91.3,7.53,,5.83,9.27,5.84,0.0,Never,0
Aditya Verma,22,Female,BA,1st Year,75.65,6.81,7.86,,6.37,6.32,1.0,Never,0
Aryan Shah,21,Male,BBA,2nd Year,86.14,6.13,6.74,6.1,4.89,7.06,3.0,Occasionally,1
Ishaan Agarwal,21,Male,BBA,1st Year,58.56,5.65,6.37,8.05,6.34,6.09,2.0,Occasionally,0
Pooja Chopra,21,Male,BSc CS,1st Year,68.24,4.6,6.22,5.84,7.74,6.19,2.0,Never,1
Manav Singh,22,Female,BA,3rd Year,65.98,6.2,6.7,9.11,6.81,5.38,,Regularly,0
Anjali Kulkarni,20,Male,BBA,1st Year,76.31,6.12,,5.51,5.87,7.77,1.0,Rarely,0
Anjali Saxena,18,Male,BSc CS,2nd Year,7.0,6.04,5.23,7.1,7.05,8.82,1.0,Rarely,0
Aditya Chopra,21,Female,BCom,3rd Year,66.23,4.88,9.69,4.35,7.96,5.42,1.0,Occasionally,0
Ishaan Tiwari,18,Female,BSc CS,3rd Year,84.78,0.428761934805878,,5.52,6.51,9.17,1.0,Rarely,0
Krishna Patel,20,Female,BCom,2nd Year,88.12,7.82,6.03,5.18,8.06,9.51,1.0,Regularly,0
Simran Nair,19,Male,BA,3rd Year,9.0,6.75,7.65,6.85,6.16,7.15,1.0,Regularly,0
Meera Mehta,21,Female,BSc IT,3rd Year,82.02,6.2,8.25,4.81,6.64,6.26,,Regularly,0
Varun Jain,20,Male,BSc IT,2nd Year,78.34,7.02,6.98,5.85,7.61,6.95,0.0,Rarely,0
Siddharth Bansal,20,Female,BCom,1st Year,59.35,0.6162295612041166,7.63,5.0,6.01,5.69,,Regularly,0
Simran Nair,19,Female,BBA,3rd Year,,1.2454265441269445,,5.59,8.5,7.35,1.0,Regularly,0
Varun Saxena,20,Female,BBA,3rd Year,60.71,6.18,6.47,,6.65,,0.0,Rarely,0
Arjun Kapoor,19,Female,BSc CS,1st Year,92.38,7.74,8.97,6.79,7.23,5.84,2.0,Never,0
Sneha Chopra,19,Male,BSc CS,1st Year,59.21,7.36,5.49,5.21,8.72,6.69,2.0,Rarely,0
Karan Saxena,19,Male,BBA,1st Year,,5.79,7.1,5.69,6.18,,1.0,Occasionally,0
Vivaan Chopra,18,Female,BA,1st Year,80.73,8.33,7.79,,4.67,7.15,1.0,Never,0
Pooja Desai,20,Female,BSc CS,2nd Year,100.0,6.89,,,8.16,5.65,1.0,Occasionally,0
Arjun Sharma,21,Male,BA,3rd Year,86.53,4.79,7.89,5.51,6.82,8.51,2.0,Rarely,0
Harsh Pandey,19,Female,BCom,2nd Year,82.48,8.32,5.59,4.82,9.24,5.33,1.0,Never,0
Anjali Chopra,19,Male,BCom,1st Year,84.09,6.53,5.75,5.96,5.16,5.48,1.0,Rarely,0
Riya Shah,19,Female,BCom,1st Year,80.91,0.41998264950684394,8.64,6.47,7.73,7.05,1.0,Occasionally,0
Pooja Chopra,18,Female,BSc IT,3rd Year,81.93,6.43,6.79,7.56,9.51,,0.0,Occasionally,0
Yash Singh,22,Male,BSc IT,1st Year,73.56,5.55,7.49,5.66,7.52,6.78,0.0,Occasionally,0
Karan Verma,18,Female,BA,1st Year,76.74,1.9132162450946066,,,8.67,6.06,1.0,Never,0
Rahul Nair,18,Male,BSc IT,3rd Year,88.89,5.99,5.48,7.99,7.39,,0.0,Regularly,0
Tanvi Nair,21,Male,BCom,2nd Year,73.78,8.0,7.4,7.6,7.6,8.06,2.0,Occasionally,0
Manav Patel,18,Male,BBA,2nd Year,,0.6054558314778795,7.34,6.67,7.6,5.39,1.0,Occasionally,0
Anjali Reddy,18,Male,BSc CS,3rd Year,97.49,1.1971306439710432,6.37,5.51,8.38,7.54,1.0,Rarely,0
Yash Shah,22,Female,BA,3rd Year,49.77,8.44,6.66,8.56,6.14,8.12,2.0,Occasionally,0
Shreya Reddy,21,Male,BBA,1st Year,38.25,9.32,7.09,4.08,7.3,6.76,1.0,Occasionally,0
Karan Chopra,20,Male,BBA,3rd Year,77.9,6.56,,6.74,7.28,6.53,1.0,Occasionally,0
Shreya Nair,21,Male,BCom,1st Year,84.0,7.65,7.24,7.51,7.04,5.03,0.0,Occasionally,0
Riya Malhotra,19,Male,BSc CS,1st Year,100.0,1.4864487789101715,7.29,8.14,4.94,7.81,2.0,Never,0
Ishaan Bansal,20,Female,BSc IT,2nd Year,86.7,6.93,5.95,5.9,5.23,6.39,0.0,Rarely,0
Krishna Mishra,21,Female,BBA,1st Year,91.82,6.8,6.51,6.97,7.18,6.64,,Never,0
Simran Iyer,19,Female,BSc CS,2nd Year,91.03,6.89,7.82,5.71,8.65,9.58,1.0,Rarely,0
Pooja Chopra,19,Female,BA,1st Year,16.0,7.62,7.36,9.01,8.66,6.89,,Occasionally,0
Shreya Jain,21,Female,BBA,2nd Year,53.53,4.69,,5.18,7.06,7.9,2.0,Occasionally,0
Neha Jain,21,Female,BSc IT,3rd Year,74.71,7.77,6.15,6.48,5.23,4.25,1.0,Regularly,0
Diya Kapoor,20,Female,BBA,3rd Year,77.46,6.38,5.84,7.21,7.62,7.39,1.0,Rarely,0
Arjun Pandey,22,Female,BSc CS,1st Year,3.0,5.36,6.17,7.33,8.31,7.35,2.0,Never,0
Siddharth Desai,21,Male,BA,2nd Year,93.82,8.5,7.55,7.76,9.59,5.84,1.0,Occasionally,0
Aisha Singh,20,Female,BCom,3rd Year,69.51,5.59,6.47,5.37,5.54,9.46,1.0,Never,0
Aditya Chopra,22,Female,BBA,3rd Year,14.0,1.8477801855968714,5.5,5.04,6.11,7.97,2.0,Never,0
Riya Sharma,18,Male,BSc IT,2nd Year,90.5,6.69,6.4,7.07,7.53,8.02,1.0,Rarely,0
Varun Patel,20,Female,BBA,1st Year,70.98,7.14,4.75,7.39,6.07,,0.0,Never,0
Kavya Sharma,18,Male,BCom,2nd Year,30.0,4.51,6.06,7.01,7.04,,1.0,Regularly,0
Simran Pandey,22,Female,BA,2nd Year,89.99,8.05,3.0,6.9,7.18,,0.0,Rarely,0
Varun Saxena,21,Male,BCom,3rd Year,70.83,9.50778989157186e-05,5.65,6.13,5.71,7.16,1.0,Regularly,0
Rahul Singh,18,Male,BSc IT,2nd Year,62.87,7.87,6.38,7.61,6.25,5.64,0.0,Never,1
Ananya Nair,21,Male,BSc CS,2nd Year,83.87,6.71,5.74,7.5,5.88,7.3,3.0,Rarely,0
Harsh Khan,21,Female,BSc CS,2nd Year,,8.08,5.87,5.99,6.17,,1.0,Rarely,0
Arjun Bansal,22,Male,BSc IT,1st Year,81.93,6.59,5.81,7.85,6.49,6.44,1.0,Occasionally,0
Tanvi Reddy,18,Female,BCom,3rd Year,83.51,7.8,7.32,7.26,6.83,7.78,2.0,Rarely,0
Rohan Agarwal,18,Female,BSc IT,1st Year,,7.63,7.71,7.34,5.86,6.23,4.0,Occasionally,1
Yash Nair,21,Female,BBA,2nd Year,69.96,7.32,5.19,6.17,6.19,6.55,,Occasionally,0
Rohan Kapoor,19,Male,BA,1st Year,67.0,6.9,4.95,,7.4,6.35,2.0,Occasionally,0
Karan Desai,19,Female,BSc CS,1st Year,63.0,6.98,6.96,6.37,5.77,6.66,2.0,Occasionally,0
Vivaan Shah,18,Female,BCom,3rd Year,1.0,1.9820064568097344,7.86,6.94,7.22,7.26,2.0,Rarely,0
Ananya Kulkarni,18,Female,BSc IT,3rd Year,70.79,6.36,7.08,8.27,4.99,6.03,,Rarely,0
Vivaan Jain,22,Male,BSc IT,1st Year,69.79,1.580451074439714,,7.86,4.8,,1.0,Occasionally,0
Riya Chopra,21,Male,BSc IT,1st Year,42.7,7.27,7.42,7.16,3.43,5.48,1.0,Regularly,1
Neha Saxena,21,Male,BSc CS,1st Year,72.45,6.34,,6.95,6.6,8.0,3.0,Never,0
Neha Verma,20,Male,BSc CS,1st Year,69.68,0.3279632079911827,7.54,8.42,7.07,8.5,1.0,Regularly,0
Varun Patel,22,Female,BSc CS,1st Year,68.48,8.13,7.23,9.0,6.79,7.75,2.0,Rarely,0
Aarav Patel,20,Male,BA,1st Year,93.59,6.05,5.54,,7.03,6.9,0.0,Occasionally,0
Sneha Mishra,19,Female,BSc CS,1st Year,91.74,7.67,5.82,6.52,8.8,6.41,0.0,Occasionally,0
Siddharth Pandey,22,Female,BCom,1st Year,73.3,7.4,7.46,6.59,6.38,7.3,0.0,Occasionally,0
Arjun Patel,18,Male,BA,1st Year,77.97,6.01,8.45,7.13,4.27,8.46,2.0,Occasionally,0
Yash Singh,19,Male,BSc CS,1st Year,76.87,8.92,7.26,5.3,7.44,7.29,1.0,Never,0
Simran Saxena,20,Male,BBA,3rd Year,89.86,6.58,7.28,5.96,6.73,,3.0,Regularly,0
Sneha Nair,18,Female,BBA,1st Year,56.1,7.45,8.13,6.57,7.97,6.82,1.0,Occasionally,0
Harsh Patel,20,Female,BSc CS,2nd Year,76.54,7.78,5.17,8.03,7.77,8.06,0.0,Regularly,0
Ananya Shah,18,Female,BCom,3rd Year,100.0,9.08,6.91,7.72,7.83,9.11,0.0,Regularly,0
Ishaan Reddy,19,Female,BSc CS,2nd Year,100.0,8.57,5.48,6.79,5.94,7.04,0.0,Rarely,0
Anjali Tiwari,18,Female,BBA,1st Year,,8.16,,4.0,7.45,5.76,0.0,Never,1
Yash Desai,22,Male,BSc CS,2nd Year,59.13,7.34,6.0,8.45,8.39,5.96,1.0,Rarely,0
Sneha Sharma,22,Female,BSc CS,2nd Year,54.57,9.93,5.89,7.49,6.77,7.22,2.0,Never,1
Ishaan Patel,20,Male,BBA,2nd Year,84.21,8.25,6.26,7.27,5.27,6.39,1.0,Regularly,0
Priya Gupta,21,Female,BSc IT,2nd Year,60.51,7.28,7.81,4.75,7.63,6.35,1.0,Occasionally,0
Aryan Patel,22,Male,BBA,3rd Year,54.91,5.87,7.22,7.27,8.62,6.08,1.0,Never,1
Siddharth Saxena,22,Female,BBA,2nd Year,79.72,7.75,5.91,8.22,8.2,6.16,0.0,Never,0
Aryan Shah,20,Female,BSc IT,2nd Year,80.92,6.3,5.89,3.79,6.43,6.93,0.0,Regularly,0
Karan Malhotra,18,Female,BBA,1st Year,57.52,0.16816187770623037,5.41,8.62,8.42,,1.0,Occasionally,0
Vivaan Patel,18,Male,BSc CS,2nd Year,88.66,4.81,7.22,7.98,6.05,,0.0,Regularly,0
Sneha Iyer,21,Female,BSc IT,2nd Year,79.96,7.66,5.23,7.39,10.0,8.85,1.0,Regularly,0
Arjun Mishra,20,Female,BBA,1st Year,81.89,0.5033479272611869,8.2,7.62,6.2,8.23,0.0,Rarely,0
Akash Shah,21,Female,BA,2nd Year,1.0,6.38,6.99,6.07,4.67,6.66,1.0,Regularly,0
Aditya Desai,21,Male,BBA,2nd Year,65.22,7.08,5.63,6.95,7.16,8.94,1.0,Rarely,0
Vikram Kulkarni,21,Female,BSc CS,1st Year,88.6,5.26,6.2,6.85,8.64,6.94,0.0,Occasionally,0
Manav Saxena,22,Male,BBA,2nd Year,88.86,6.38,,7.44,7.07,6.17,0.0,Occasionally,0
Manav Saxena,20,Female,BBA,1st Year,70.72,8.15,6.43,6.22,9.28,,2.0,Never,0
Varun Shah,20,Male,BA,1st Year,97.53,8.34,,,8.41,,0.0,Never,0
Rahul Shah,18,Female,BA,3rd Year,76.14,4.88,7.56,,8.84,6.53,0.0,Rarely,0
Yash Reddy,20,Male,BSc CS,3rd Year,,5.72,5.78,6.23,8.04,9.12,0.0,Regularly,0
Ananya Nair,20,Female,BA,1st Year,70.43,7.74,,7.01,6.45,5.72,0.0,Rarely,0
Vikram Patel,20,Female,BCom,2nd Year,67.04,0.5589710614213079,8.64,7.34,7.97,8.31,1.0,Never,0
Pooja Verma,18,Male,BSc IT,1st Year,15.0,5.41,7.22,5.17,8.23,7.88,0.0,Rarely,0
Ishaan Saxena,19,Male,BCom,1st Year,72.12,6.88,,5.88,7.49,6.37,0.0,Rarely,0
Priya Sharma,21,Female,BSc CS,2nd Year,78.86,8.54,9.13,7.24,7.19,7.38,0.0,Never,0
Harsh Malhotra,22,Male,BBA,3rd Year,67.98,8.41,9.2,4.87,5.52,6.04,0.0,Regularly,0
Tanvi Iyer,22,Female,BCom,3rd Year,69.0,8.95,7.12,7.16,6.74,8.76,0.0,Regularly,0
Akash Patel,21,Male,BCom,2nd Year,74.72,1.1005088134808816,8.42,8.93,7.76,8.38,3.0,Rarely,0
Priya Tiwari,20,Female,BCom,2nd Year,72.7,5.96,8.09,7.49,6.92,6.04,5.0,Occasionally,0
Akash Khan,19,Male,BA,1st Year,99.06,7.41,7.39,5.55,8.28,5.0,0.0,Rarely,0
Rahul Verma,18,Female,BA,2nd Year,90.05,5.92,7.78,7.69,6.75,7.04,1.0,Occasionally,0
Ishaan Saxena,21,Male,BA,2nd Year,61.14,6.91,6.38,6.42,7.04,7.13,1.0,Rarely,0
Arjun Pandey,21,Female,BBA,1st Year,78.73,5.94,6.19,6.9,6.0,7.11,,Rarely,0
Arjun Khan,19,Female,BA,2nd Year,64.44,6.71,6.03,7.91,8.18,7.07,0.0,Never,1
Tanvi Kapoor,19,Female,BBA,2nd Year,94.95,0.7117938746432839,,6.12,5.47,5.62,1.0,Never,0
Sneha Sharma,22,Male,BA,2nd Year,90.37,7.01,5.6,5.72,7.54,7.12,1.0,Occasionally,0
Anjali Malhotra,21,Female,BA,3rd Year,87.76,7.91,7.73,,5.34,7.49,2.0,Regularly,0
Aisha Nair,19,Female,BSc IT,1st Year,90.16,6.71,5.71,7.19,8.21,6.4,4.0,Occasionally,0
Manav Desai,22,Female,BCom,1st Year,14.0,6.54,,,7.22,6.56,1.0,Occasionally,0
Harsh Malhotra,19,Female,BSc IT,2nd Year,64.38,6.38,7.03,8.21,6.9,7.71,3.0,Occasionally,1
Aryan Joshi,19,Male,BSc IT,1st Year,,6.59,,6.48,5.83,5.22,1.0,Regularly,0
Kavya Chopra,21,Female,BBA,3rd Year,,6.78,8.53,7.45,7.02,6.98,1.0,Never,0
Neha Khan,19,Male,BSc IT,1st Year,84.9,5.52,,6.72,5.45,,2.0,Rarely,0
Ananya Sharma,20,Female,BCom,3rd Year,79.23,9.3,,6.11,6.54,7.71,0.0,Occasionally,0
Aditya Jain,19,Female,BSc CS,1st Year,100.0,4.56,6.71,5.88,8.42,6.83,2.0,Regularly,0
Tanvi Tiwari,20,Female,BSc CS,2nd Year,58.76,7.31,7.45,5.5,6.58,7.06,1.0,Rarely,0
Ishaan Iyer,18,Male,BSc IT,1st Year,69.38,6.42,6.29,,4.14,5.68,1.0,Regularly,0
Rahul Shah,21,Male,BSc IT,3rd Year,77.71,7.83,7.18,7.44,7.93,5.63,0.0,Regularly,0
Tanvi Reddy,18,Female,BSc IT,2nd Year,67.87,0.3145052596223241,6.71,6.48,7.66,7.5,2.0,Occasionally,0
Diya Patel,20,Male,BSc IT,2nd Year,98.06,8.42,8.27,8.21,7.11,6.2,2.0,Never,0
Harsh Malhotra,21,Male,BBA,3rd Year,62.42,7.5,4.71,6.26,7.16,6.54,0.0,Rarely,0
Karan Reddy,22,Female,BBA,3rd Year,59.27,7.17,4.61,,6.52,5.69,1.0,Occasionally,0
Siddharth Mehta,19,Female,BBA,3rd Year,88.32,6.65,7.02,7.05,9.7,6.86,1.0,Rarely,0
Manav Sharma,22,Male,BSc CS,3rd Year,10.0,1.3823370967116406,,5.74,7.82,6.23,1.0,Occasionally,0
Rahul Agarwal,19,Female,BCom,3rd Year,18.0,6.39,7.37,6.71,7.65,5.52,0.0,Rarely,0
Karan Agarwal,18,Male,BBA,2nd Year,79.33,7.09,8.29,7.25,6.67,6.43,,Regularly,0
Aryan Malhotra,20,Female,BSc CS,1st Year,69.8,5.68,7.45,7.51,5.3,7.92,0.0,Rarely,0
Meera Singh,18,Female,BCom,3rd Year,56.48,7.98,7.17,10.0,7.51,4.92,0.0,Never,1
Aditya Malhotra,20,Male,BBA,2nd Year,76.09,6.23,,4.71,8.37,5.11,0.0,Never,0
Nisha Saxena,22,Female,BSc CS,1st Year,63.77,8.13,5.71,9.9,8.82,5.63,0.0,Rarely,0
Arjun Nair,22,Female,BA,3rd Year,,8.08,7.26,8.09,6.62,,0.0,Rarely,0
Anjali Saxena,20,Male,BSc CS,3rd Year,,6.11,6.25,10.0,9.17,8.79,1.0,Occasionally,0
Shreya Khan,18,Male,BSc CS,2nd Year,48.2,6.98,6.77,,4.64,8.59,,Occasionally,0
Manav Reddy,21,Male,BSc CS,1st Year,100.0,0.5175909952019255,3.44,7.61,7.86,8.38,4.0,Occasionally,0
Ananya Tiwari,18,Female,BCom,2nd Year,100.0,9.02,6.46,4.74,6.14,8.89,0.0,Never,0
Ananya Malhotra,18,Male,BA,2nd Year,,6.55,5.5,4.89,7.58,7.61,1.0,Rarely,0
Aisha Gupta,20,Female,BCom,1st Year,50.8,7.01,5.41,9.53,4.53,6.04,0.0,Never,0
Vikram Pandey,21,Male,BSc CS,1st Year,79.18,7.62,7.67,6.4,7.68,4.28,1.0,Occasionally,0
Ishaan Kulkarni,18,Male,BCom,3rd Year,91.71,3.64,6.63,8.57,6.31,9.11,1.0,Occasionally,0
Krishna Iyer,18,Female,BA,2nd Year,59.8,5.48,,8.93,5.89,6.61,0.0,Occasionally,0
Ishaan Nair,20,Male,BA,1st Year,92.14,6.59,8.1,,6.83,5.32,2.0,Regularly,0
Neha Kulkarni,20,Female,BSc CS,1st Year,79.4,5.1,5.86,6.44,6.07,5.97,1.0,Occasionally,0
Aisha Malhotra,18,Female,BBA,2nd Year,47.91,5.42,8.02,7.89,6.65,7.08,,Occasionally,0
Neha Kapoor,21,Male,BCom,3rd Year,82.98,1.3386226745709795,6.98,6.52,7.8,6.21,1.0,Occasionally,0
Harsh Singh,21,Female,BSc IT,1st Year,75.98,6.09,5.72,6.73,7.79,5.91,1.0,Rarely,0
Rahul Joshi,21,Female,BSc IT,2nd Year,75.11,7.52,6.74,8.31,6.19,7.94,0.0,Never,0
Ishaan Sharma,18,Female,BSc IT,2nd Year,100.0,7.11,8.21,10.0,7.22,6.88,1.0,Never,0
Meera Saxena,18,Female,BBA,3rd Year,19.0,6.74,7.93,,7.71,5.74,0.0,Rarely,0
Arjun Patel,18,Male,BSc CS,2nd Year,100.0,7.25,,4.95,6.91,,1.0,Occasionally,0
Varun Nair,20,Male,BSc CS,2nd Year,87.31,7.68,8.22,7.27,5.08,7.76,1.0,Never,0
Manav Iyer,20,Female,BSc IT,3rd Year,61.2,4.91,5.24,6.96,9.01,9.65,0.0,Regularly,0
Sneha Malhotra,22,Male,BA,2nd Year,88.04,8.2,10.0,,7.2,6.38,2.0,Rarely,0
Anjali Mehta,20,Male,BCom,3rd Year,52.77,7.54,8.71,6.33,5.73,7.59,0.0,Never,0
Diya Malhotra,21,Male,BCom,1st Year,87.33,6.63,7.44,,7.96,7.38,0.0,Occasionally,0
Akash Malhotra,18,Female,BBA,2nd Year,72.82,1.5947033460016657,,8.29,7.34,7.69,1.0,Rarely,0
Rahul Bansal,19,Female,BBA,1st Year,81.63,6.79,9.59,8.7,5.43,7.23,1.0,Rarely,0
Akash Mehta,18,Female,BSc CS,1st Year,91.16,5.68,6.49,7.22,9.48,6.52,1.0,Occasionally,0
Krishna Joshi,20,Male,BSc CS,2nd Year,100.0,0.4041179193511717,8.18,6.26,7.5,5.63,1.0,Rarely,0
Priya Saxena,20,Female,BBA,1st Year,91.31,4.78,7.65,,7.98,8.27,,Never,0
